0,1782107227.381964
1,1782107227.382019
2,1782107227.382039
3,1782107227.382054
4,1782107227.382068
5,1782107227.382082
6,1782107227.382096
7,1782107227.382108
8,1782107227.382123
9,1782107227.382133
10,1782107227.415288
11,1782107227.415340
12,1782107227.415350
13,1782107227.415359
14,1782107227.415367
15,1782107227.415375
16,1782107227.415384
17,1782107227.415393
18,1782107227.415401
19,1782107227.415411
20,1782107227.448761
21,1782107227.448790
22,1782107227.448800
23,1782107227.448810
24,1782107227.448819
25,1782107227.448829
26,1782107227.448840
27,1782107227.448849
28,1782107227.448858
29,1782107227.448869
30,1782107227.482079
31,1782107227.482118
32,1782107227.482131
33,1782107227.482145
34,1782107227.482157
35,1782107227.482169
36,1782107227.482181
37,1782107227.482193
38,1782107227.482206
39,1782107227.482219
40,1782107227.515410
41,1782107227.515439
42,1782107227.515449
43,1782107227.515458
44,1782107227.515467
45,1782107227.515476
46,1782107227.515484
47,1782107227.515492
48,1782107227.515501
49,1782107227.515511
50,1782107227.548707
51,1782107227.548735
52,1782107227.548746
53,1782107227.548756
54,1782107227.548766
55,1782107227.548776
56,1782107227.548785
57,1782107227.548795
58,1782107227.548805
59,1782107227.548815
60,1782107227.581946
61,1782107227.581975
62,1782107227.581985
63,1782107227.581996
64,1782107227.582006
65,1782107227.582017
66,1782107227.582028
67,1782107227.582038
68,1782107227.582049
69,1782107227.582060
70,1782107227.615447
71,1782107227.615485
72,1782107227.615500
73,1782107227.615515
74,1782107227.615529
75,1782107227.615543
76,1782107227.615557
77,1782107227.615574
78,1782107227.615588
79,1782107227.648778
80,1782107227.648829
81,1782107227.648849
82,1782107227.648868
83,1782107227.648888
84,1782107227.648904
85,1782107227.648917
86,1782107227.648931
87,1782107227.648945
88,1782107227.682145
89,1782107227.682202
90,1782107227.682225
91,1782107227.682245
92,1782107227.682264
93,1782107227.682288
94,1782107227.682344
95,1782107227.682364
96,1782107227.682385
97,1782107227.715421
98,1782107227.715467
99,1782107227.715483
100,1782107227.715497
101,1782107227.715509
102,1782107227.715522
103,1782107227.715536
104,1782107227.715549
105,1782107227.715564
106,1782107227.748775
107,1782107227.748812
108,1782107227.748827
109,1782107227.748848
110,1782107227.748862
111,1782107227.748877
112,1782107227.748892
113,1782107227.748904
114,1782107227.748916
115,1782107227.782116
116,1782107227.782155
117,1782107227.782170
118,1782107227.782184
119,1782107227.782197
120,1782107227.782215
121,1782107227.782229
122,1782107227.782243
123,1782107227.782261
124,1782107227.815368
125,1782107227.815394
126,1782107227.815403
127,1782107227.815412
128,1782107227.815421
129,1782107227.815432
130,1782107227.815441
131,1782107227.815450
132,1782107227.815459
133,1782107227.848619
134,1782107227.848646
135,1782107227.848656
136,1782107227.848665
137,1782107227.848674
138,1782107227.848683
139,1782107227.848691
140,1782107227.848700
141,1782107227.848710
142,1782107227.882014
143,1782107227.882047
144,1782107227.882062
145,1782107227.882073
146,1782107227.882084
147,1782107227.882095
148,1782107227.882105
149,1782107227.882118
150,1782107227.882131
151,1782107227.915364
152,1782107227.915403
153,1782107227.915415
154,1782107227.915425
155,1782107227.915435
156,1782107227.915445
157,1782107227.915454
158,1782107227.915464
159,1782107227.915475
160,1782107227.948591
161,1782107227.948617
162,1782107227.948628
163,1782107227.948638
164,1782107227.948647
165,1782107227.948656
166,1782107227.948666
167,1782107227.948677
168,1782107227.982002
169,1782107227.982028
170,1782107227.982037
171,1782107227.982045
172,1782107227.982054
173,1782107227.982063
174,1782107227.982072
175,1782107227.982081
176,1782107228.015450
177,1782107228.015481
178,1782107228.015492
179,1782107228.015502
180,1782107228.015512
181,1782107228.015522
182,1782107228.015532
183,1782107228.015543
184,1782107228.048673
185,1782107228.048710
186,1782107228.048724
187,1782107228.048736
188,1782107228.048748
189,1782107228.048759
190,1782107228.048770
191,1782107228.048784
192,1782107228.081982
193,1782107228.082009
194,1782107228.082019
195,1782107228.082028
196,1782107228.082037
197,1782107228.082046
198,1782107228.082055
199,1782107228.082065
200,1782107228.115514
201,1782107228.115559
202,1782107228.115575
203,1782107228.115588
204,1782107228.115601
205,1782107228.115615
206,1782107228.115629
207,1782107228.148671
208,1782107228.148711
209,1782107228.148726
210,1782107228.148740
211,1782107228.148754
212,1782107228.148768
213,1782107228.148782
214,1782107228.182014
215,1782107228.182051
216,1782107228.182068
217,1782107228.182084
218,1782107228.182098
219,1782107228.182114
220,1782107228.182131
221,1782107228.215381
222,1782107228.215419
223,1782107228.215436
224,1782107228.215450
225,1782107228.215463
226,1782107228.215477
227,1782107228.215491
228,1782107228.248722
229,1782107228.248761
230,1782107228.248776
231,1782107228.248790
232,1782107228.248803
233,1782107228.248819
234,1782107228.248835
235,1782107228.281952
236,1782107228.281982
237,1782107228.281996
238,1782107228.282007
239,1782107228.282020
240,1782107228.282032
241,1782107228.282045
242,1782107228.315413
243,1782107228.315442
244,1782107228.315452
245,1782107228.315461
246,1782107228.315469
247,1782107228.315479
248,1782107228.315489
249,1782107228.348648
250,1782107228.348685
251,1782107228.348702
252,1782107228.348715
253,1782107228.348728
254,1782107228.348740
255,1782107228.348755
256,1782107228.381978
257,1782107228.382004
258,1782107228.382015
259,1782107228.382025
260,1782107228.382033
261,1782107228.382042
262,1782107228.382052
263,1782107228.415296
264,1782107228.415354
265,1782107228.415366
266,1782107228.415376
267,1782107228.415385
268,1782107228.415394
269,1782107228.415406
270,1782107228.448696
271,1782107228.448742
