0,1782107134.158576
1,1782107134.158638
2,1782107134.158662
3,1782107134.158680
4,1782107134.158699
5,1782107134.158714
6,1782107134.158730
7,1782107134.158746
8,1782107134.158764
9,1782107134.158782
10,1782107134.191930
11,1782107134.191956
12,1782107134.191965
13,1782107134.191973
14,1782107134.191981
15,1782107134.191989
16,1782107134.191996
17,1782107134.192004
18,1782107134.192012
19,1782107134.192020
20,1782107134.225368
21,1782107134.225418
22,1782107134.225435
23,1782107134.225450
24,1782107134.225466
25,1782107134.225483
26,1782107134.225503
27,1782107134.225519
28,1782107134.225534
29,1782107134.225551
30,1782107134.258668
31,1782107134.258712
32,1782107134.258728
33,1782107134.258742
34,1782107134.258756
35,1782107134.258770
36,1782107134.258786
37,1782107134.258798
38,1782107134.258810
39,1782107134.258823
40,1782107134.292012
41,1782107134.292062
42,1782107134.292079
43,1782107134.292094
44,1782107134.292109
45,1782107134.292127
46,1782107134.292142
47,1782107134.292158
48,1782107134.292174
49,1782107134.292190
50,1782107134.325341
51,1782107134.325387
52,1782107134.325405
53,1782107134.325422
54,1782107134.325438
55,1782107134.325453
56,1782107134.325468
57,1782107134.325489
58,1782107134.325503
59,1782107134.325519
60,1782107134.358667
61,1782107134.358708
62,1782107134.358724
63,1782107134.358740
64,1782107134.358756
65,1782107134.358773
66,1782107134.358788
67,1782107134.358803
68,1782107134.358817
69,1782107134.358833
70,1782107134.391982
71,1782107134.392009
72,1782107134.392019
73,1782107134.392028
74,1782107134.392036
75,1782107134.392045
76,1782107134.392054
77,1782107134.392066
78,1782107134.392075
79,1782107134.425269
80,1782107134.425339
81,1782107134.425356
82,1782107134.425374
83,1782107134.425388
84,1782107134.425403
85,1782107134.425418
86,1782107134.425435
87,1782107134.425451
88,1782107134.458672
89,1782107134.458729
90,1782107134.458746
91,1782107134.458761
92,1782107134.458776
93,1782107134.458795
94,1782107134.458810
95,1782107134.458825
96,1782107134.458842
97,1782107134.491862
98,1782107134.491898
99,1782107134.491913
100,1782107134.491926
101,1782107134.491940
102,1782107134.491953
103,1782107134.491967
104,1782107134.491980
105,1782107134.491996
106,1782107134.525330
107,1782107134.525370
108,1782107134.525386
109,1782107134.525403
110,1782107134.525417
111,1782107134.525430
112,1782107134.525444
113,1782107134.525457
114,1782107134.525472
115,1782107134.558584
116,1782107134.558627
117,1782107134.558643
118,1782107134.558660
119,1782107134.558675
120,1782107134.558694
121,1782107134.558710
122,1782107134.558726
123,1782107134.558744
124,1782107134.591859
125,1782107134.591882
126,1782107134.591891
127,1782107134.591899
128,1782107134.591907
129,1782107134.591917
130,1782107134.591925
131,1782107134.591933
132,1782107134.591942
133,1782107134.625379
134,1782107134.625425
135,1782107134.625441
136,1782107134.625454
137,1782107134.625483
138,1782107134.625500
139,1782107134.625512
140,1782107134.625525
141,1782107134.625538
142,1782107134.658661
143,1782107134.658701
144,1782107134.658716
145,1782107134.658730
146,1782107134.658744
147,1782107134.658758
148,1782107134.658771
149,1782107134.658788
150,1782107134.658808
151,1782107134.691916
152,1782107134.691956
153,1782107134.691971
154,1782107134.691985
155,1782107134.691999
156,1782107134.692013
157,1782107134.692026
158,1782107134.692040
159,1782107134.692055
160,1782107134.725154
161,1782107134.725187
162,1782107134.725203
163,1782107134.725217
164,1782107134.725231
165,1782107134.725245
166,1782107134.725259
167,1782107134.725272
168,1782107134.758653
169,1782107134.758684
170,1782107134.758695
171,1782107134.758705
172,1782107134.758715
173,1782107134.758727
174,1782107134.758737
175,1782107134.758749
176,1782107134.791846
177,1782107134.791871
178,1782107134.791880
179,1782107134.791888
180,1782107134.791896
181,1782107134.791904
182,1782107134.791912
183,1782107134.791922
184,1782107134.825352
185,1782107134.825386
186,1782107134.825398
187,1782107134.825409
188,1782107134.825420
189,1782107134.825431
190,1782107134.825443
191,1782107134.825456
192,1782107134.858584
193,1782107134.858627
194,1782107134.858643
195,1782107134.858659
196,1782107134.858675
197,1782107134.858690
198,1782107134.858705
199,1782107134.858721
200,1782107134.892062
201,1782107134.892113
202,1782107134.892131
203,1782107134.892148
204,1782107134.892164
205,1782107134.892180
206,1782107134.892196
207,1782107134.925370
208,1782107134.925418
209,1782107134.925436
210,1782107134.925453
211,1782107134.925469
212,1782107134.925484
213,1782107134.925500
214,1782107134.958656
215,1782107134.958694
216,1782107134.958709
217,1782107134.958723
218,1782107134.958737
219,1782107134.958750
220,1782107134.958765
221,1782107134.991928
222,1782107134.991953
223,1782107134.991962
224,1782107134.991970
225,1782107134.991978
226,1782107134.991986
227,1782107134.991994
228,1782107135.025296
229,1782107135.025372
230,1782107135.025388
231,1782107135.025402
232,1782107135.025415
233,1782107135.025431
234,1782107135.025444
235,1782107135.058675
236,1782107135.058718
237,1782107135.058735
238,1782107135.058752
239,1782107135.058767
240,1782107135.058782
241,1782107135.058799
242,1782107135.091940
243,1782107135.091983
244,1782107135.091997
245,1782107135.092011
246,1782107135.092024
247,1782107135.092042
248,1782107135.092058
249,1782107135.125366
250,1782107135.125409
251,1782107135.125423
252,1782107135.125437
253,1782107135.125449
254,1782107135.125461
255,1782107135.125474
256,1782107135.158596
257,1782107135.158638
258,1782107135.158656
259,1782107135.158672
260,1782107135.158687
261,1782107135.158702
262,1782107135.158720
263,1782107135.191867
264,1782107135.191892
265,1782107135.191902
266,1782107135.191911
267,1782107135.191918
268,1782107135.191927
269,1782107135.191937
270,1782107135.225366
271,1782107135.225408
272,1782107135.225422
273,1782107135.225434
274,1782107135.225446
275,1782107135.225459
276,1782107135.225473
277,1782107135.258615
278,1782107135.258661
279,1782107135.258677
280,1782107135.258693
281,1782107135.258706
282,1782107135.258720
283,1782107135.258735
